,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
1337,1349,1,0,0,0,6,6,0,0,0,0,-900000000,0,0,0,-6500000000,7400000000,0,0,0,0,2017-05-17,2Y-374,1.8301369863,2804,11013,0.006999999999999999,1,3,-0.18,-0.185,0.005,0.005,23738,20875,9099,2Y-374,-0.0927149321,0.00187,up,up
1343,1355,2,0,0,0,19,22,0,0,0,0,0,0,0,0,-52300000000,52300000000,0,0,0,0,2017-05-31,2Y-374,1.7917808219,2801,8916,0.006,1,3,-0.17,-0.17,0.0,0.0,23738,20875,2405,2Y-374,-0.0710335455,-0.031695501699999996,up,down
1344,1356,2,4,0,0,7,12,0,0,0,0,-10000000000,0,0,0,-18500000000,28500000000,0,0,0,0,2017-05-24,2Y-375,1.8958904109999999,2805,12807,0.009000000000000001,1,3,-0.17,-0.165,-0.005,-0.01,22771,19882,1677,2Y-375,-0.0800782032,0.0014930556,up,up
1346,1358,2,5,1,0,14,16,0,0,0,0,-9200000000,4900000000,-5500000000,0,9800000000,0,0,0,0,0,2017-05-17,2Y-375,1.9150684932,2804,11013,0.006999999999999999,1,3,-0.175,-0.18,0.005,0.004,22771,19882,1384,2Y-375,-0.0902677532,-0.0098419666,up,down
1353,1365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-24,300,1.8246575341999998,2805,12807,0.009000000000000001,1,3,-0.16899999999999998,-0.16399999999999998,-0.005,-0.009000000000000001,21430,17345,5619,300,-0.005714285699999999,0.0047990544,up,down
1354,1366,2,0,0,0,1,0,0,0,0,0,5000000000,0,0,0,-5000000000,0,0,0,0,0,2017-05-22,300,1.8356164384,2812,10810,-0.001,1,3,-0.155,-0.16,0.005,0.01,21430,17345,5619,300,-0.085,-0.08199999999999999,up,down
1362,1374,2,0,0,0,1,9,0,0,0,0,0,0,0,0,-2000000000,2000000000,0,0,0,0,2017-05-24,301,2.0767123288,2805,12807,0.009000000000000001,1,3,-0.158,-0.154,-0.004,-0.009000000000000001,42441,36567,16859,301,-0.06702572350000001,0.008425503800000001,up,down
1369,1381,2,0,0,0,11,3,0,0,0,0,-300000000,0,0,0,-4700000000,5000000000,0,0,0,0,2017-06-09,301,2.0328767122999998,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.004,42441,36567,16872,301,-0.085,-0.08170375519999999,up,down
1371,1383,9,0,1,0,6,0,0,0,0,0,130500000000,0,-130500000000,0,0,0,0,0,0,0,2017-05-24,302,2.0767123288,2805,12807,0.009000000000000001,1,3,-0.158,-0.154,-0.004,-0.009000000000000001,20935,19230,5537,302,-0.09,-0.0335982221,up,up
1373,1385,5,1,0,0,6,2,0,0,0,0,-38600000000,38600000000,0,0,5000000000,-5000000000,0,0,0,0,2017-05-17,302,2.095890411,2804,11013,0.006999999999999999,1,3,-0.165,-0.165,0.0,-0.002,20935,19230,5537,302,-0.0090909091,-0.0950204148,up,down
1378,1390,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,302,2.0328767122999998,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.004,20935,19230,5537,302,-0.0785714286,0.0056232877,up,down
1387,1399,2,0,0,0,10,12,0,0,0,0,3500000000,0,0,0,0,-3500000000,0,0,0,0,2017-06-09,303,2.2849315068,2801,4911,-0.008,1,3,-0.11900000000000001,-0.14,0.021,0.004,45859,38370,11537,303,-0.0133522727,0.0023149905,up,up
1388,1400,3,2,1,0,11,2,0,0,0,0,5500000000,-4000000000,3000000000,0,-8000000000,3500000000,0,0,0,0,2017-05-31,303,2.3095890411,2801,8916,0.006,1,3,-0.154,-0.154,0.0,-0.005,45859,38370,11537,303,-0.01,-0.07200000000000001,up,down
1389,1401,2,1,0,0,1,0,0,0,0,0,-18700000000,18500000000,0,0,200000000,0,0,0,0,0,2017-05-24,304,2.3287671233,2805,12807,0.009000000000000001,1,3,-0.155,-0.154,-0.001,-0.009000000000000001,23478,19153,8030,304,-0.0750461894,0.01,up,stay
1390,1402,8,0,0,0,1,0,0,0,0,0,200000000,0,0,0,-200000000,0,0,0,0,0,2017-05-22,304,2.3397260274,2812,10810,-0.001,1,3,-0.145,-0.15,0.005,0.01,23478,19153,8030,304,-0.0754958678,0.0069668463,up,down
1396,1408,2,2,0,0,2,0,0,0,0,0,7500000000,-7500000000,0,0,0,0,0,0,0,0,2017-06-09,304,2.2849315068,2801,4911,-0.008,1,3,-0.11900000000000001,-0.14,0.021,0.004,23478,19153,8030,304,0.0,0.0094684714,up,up
1398,1410,2,0,0,0,12,3,0,0,0,0,-10700000000,0,0,0,5700000000,5000000000,0,0,0,0,2017-05-24,305,2.5780821918,2805,12807,0.009000000000000001,1,3,-0.149,-0.145,-0.004,-0.005,70770,60084,25883,305,-0.025865992400000003,0.0022964072,up,up
1405,1417,2,2,2,0,2,0,0,0,0,0,0,-5000000000,5000000000,0,0,0,0,0,0,0,2017-06-09,305,2.5342465753,2801,4911,-0.008,1,3,-0.115,-0.135,0.02,0.004,70770,60084,25883,305,0.0,0.01,up,up
1409,1421,10,3,0,0,9,0,2,0,0,0,35500000000,-22100000000,0,0,-13400000000,0,0,0,0,0,2017-05-17,306,2.8465753425,2804,11013,0.006999999999999999,1,3,-0.15,-0.154,0.004,-0.001,46867,40112,20328,306,-0.0532692308,0.01,up,up
1414,1426,2,0,0,0,1,0,0,0,0,0,-5000000000,0,0,0,5000000000,0,0,0,0,0,2017-06-09,306,2.7835616438,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0.004,46867,40112,20328,306,-0.02,0.007449101800000001,up,up
1415,1427,2,5,0,0,2,0,1,0,0,0,-9100000000,9000000000,0,0,0,0,100000000,0,0,0,2017-05-31,306,2.8082191781,2801,8916,0.006,1,3,-0.14400000000000002,-0.14400000000000002,0.0,-0.005,46867,40112,20328,306,-0.03,0.0055526706,up,up
1423,1435,2,2,0,0,8,6,0,0,0,0,-24800000000,61900000000,0,0,-100000000,-37000000000,0,0,0,0,2017-06-09,307,2.7835616438,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0.004,25085,20116,8421,307,-0.06,0.0087950049,up,down
1431,1443,2,1,0,0,0,0,0,0,0,0,20000000000,-20000000000,0,0,0,0,0,0,0,0,2017-06-09,5Y-112,1.0328767123,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,30992,24670,22409,5Y-112,-0.02,0.01,up,stay
1433,1445,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-24,5Y-113,1.0767123288,2805,12807,0.009000000000000001,1,3,-0.175,-0.174,-0.001,-0.009000000000000001,62023,49254,42541,5Y-113,-0.0124122807,-0.0651821668,up,down
1434,1446,2,1,1,0,2,0,0,0,0,0,0,5000000000,-5000000000,0,0,0,0,0,0,0,2017-05-22,5Y-113,1.0876712329,2812,10810,-0.001,1,3,-0.165,-0.17,0.005,0.01,62023,49254,42541,5Y-113,-0.01,-0.0270606827,up,up
1442,1454,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-24,5Y-114,1.3287671233,2805,12807,0.009000000000000001,1,3,-0.175,-0.17,-0.005,-0.01,27192,24660,14690,5Y-114,0.005,0.0096573876,up,up
1444,1456,2,0,0,0,1,0,0,0,0,0,200000000,0,0,0,-200000000,0,0,0,0,0,2017-05-17,5Y-114,1.3479452055,2804,11013,0.006999999999999999,1,3,-0.18,-0.185,0.005,0.004,27192,24660,14690,5Y-114,-0.095,0.0099259259,up,up
1461,1473,2,0,0,0,9,2,0,0,0,0,6200000000,0,0,0,-10900000000,4700000000,0,0,0,0,2017-05-22,5Y-116,1.5890410959,2812,10810,-0.001,1,3,-0.165,-0.17,0.005,0.01,81984,74807,54897,5Y-116,-0.09394187779999999,0.0048851103,up,up
1471,1483,2,1,0,0,6,4,0,0,0,0,-4500000000,4500000000,0,0,0,0,0,0,0,0,2017-05-17,5Y-117,1.8438356163999998,2804,11013,0.006999999999999999,1,3,-0.18,-0.185,0.005,0.004,92891,73841,57308,5Y-117,-0.01,-0.0172881356,up,up
1480,1492,2,0,0,0,4,0,2,0,0,0,5000000000,0,0,0,-5000000000,0,0,0,0,0,2017-05-17,5Y-118,2.095890411,2804,11013,0.006999999999999999,1,3,-0.165,-0.16899999999999998,0.004,-0.001,55873,49074,35410,5Y-118,-0.0164705882,-0.0071725979,up,down
1487,1499,9,2,0,0,14,7,0,0,0,0,3500000000,0,0,0,-1000000000,-2500000000,0,0,0,0,2017-05-24,5Y-119,2.0767123288,2805,12807,0.009000000000000001,1,3,-0.159,-0.155,-0.004,-0.01,26984,24589,12735,5Y-119,-0.0386363636,0.0052407069,up,up
1503,1515,2,2,0,0,2,1,0,0,0,0,12500000000,-10000000000,0,0,0,-2500000000,0,0,0,0,2017-06-09,5Y-120,2.2849315068,2801,4911,-0.008,1,3,-0.114,-0.135,0.021,0.004,56775,49450,28933,5Y-120,-0.01,0.0081726418,up,down
1504,1516,9,5,0,0,2,0,0,0,0,0,500000000,-500000000,0,0,0,0,0,0,0,0,2017-05-31,5Y-120,2.3095890411,2801,8916,0.006,1,3,-0.149,-0.151,0.002,-0.001,56775,49450,28933,5Y-120,-0.07,0.0022320117,up,down
1505,1517,0,0,0,0,14,17,0,0,0,0,0,0,0,0,-1400000000,1400000000,0,0,0,0,2017-05-24,5Y-121,2.3287671233,2805,12807,0.009000000000000001,1,3,-0.155,-0.154,-0.001,-0.009000000000000001,29965,24553,17202,5Y-121,-0.1597706422,-0.16422818790000002,up,down
1506,1518,1,0,0,0,9,13,0,0,0,0,100000000,0,0,0,-2350000000,2250000000,0,0,0,0,2017-05-22,5Y-121,2.3397260274,2812,10810,-0.001,1,3,-0.145,-0.15,0.005,0.005,29965,24553,17202,5Y-121,-0.16,-0.16422297300000002,up,up
1507,1519,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-17,5Y-121,2.3479452055000003,2804,11013,0.006999999999999999,1,3,-0.16,-0.16399999999999998,0.004,-0.001,29965,24553,17202,5Y-121,-0.1381151832,-0.18184438039999998,up,down
1512,1524,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,5Y-121,2.2849315068,2801,4911,-0.008,1,3,-0.114,-0.135,0.021,0.004,29965,24553,17202,5Y-121,-0.15,-0.0119434629,up,up
1513,1525,2,0,0,0,6,13,0,0,0,0,2600000000,0,0,0,0,-2600000000,0,0,0,0,2017-05-31,5Y-121,2.3095890411,2801,8916,0.006,1,3,-0.149,-0.151,0.002,-0.001,29965,24553,17202,5Y-121,-0.08857758619999999,-0.0415670436,up,up
1514,1526,3,4,0,0,4,4,0,0,0,0,4400000000,0,0,0,0,-4400000000,0,0,0,0,2017-05-24,5Y-122,2.5780821918,2805,12807,0.009000000000000001,1,3,-0.15,-0.149,-0.001,-0.009000000000000001,88563,74413,66664,5Y-122,-0.0740898713,0.009694361,up,up
1522,1534,2,1,0,0,4,4,0,0,0,0,21900000000,-21900000000,0,0,0,0,0,0,0,0,2017-05-31,5Y-122,2.5589041096000003,2801,8916,0.006,1,3,-0.149,-0.15,0.001,-0.005,88563,74413,66664,5Y-122,-0.0884375,0.009609375,up,down
1543,1555,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-17,SL-41,1.8438356163999998,2804,11013,0.006999999999999999,1,3,-0.175,-0.18,0.005,0.004,5987,5987,3722,SL-41,0.0,-0.16,up,down
1586,1598,1,3,1,0,4,7,0,0,0,0,156300000000,-5000000000,-169500000000,0,23200000000,-5000000000,0,0,0,0,2017-05-24,308,3.0794520548000004,3005,11289,0.006999999999999999,3,5,-0.135,-0.135,0.0,-0.005,21908,20100,10349,308,-0.09085606060000001,0.008473053900000001,up,down
1594,1606,3,2,0,0,8,7,0,0,0,0,90700000000,-15000000000,0,0,9900000000,-85600000000,0,0,0,0,2017-05-31,308,3.0602739726,3004,9144,0.006,3,5,-0.135,-0.135,0.0,-0.005,21908,20100,10349,308,-0.07377358490000001,0.01,up,up
1595,1607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-24,309,3.0794520548000004,3005,11289,0.006999999999999999,3,5,-0.135,-0.135,0.0,-0.005,47072,40137,22476,309,-0.0565567485,0.01,up,stay
1603,1615,2,5,1,0,3,0,0,0,0,0,14000000000,4000000000,-4000000000,0,-14000000000,0,0,0,0,0,2017-05-31,309,3.0602739726,3004,9144,0.006,3,5,-0.135,-0.135,0.0,-0.005,47072,40137,22476,309,-0.01,0.01,up,up
1606,1618,3,0,0,0,8,5,0,0,0,0,-29000000000,0,0,0,25000000000,4000000000,0,0,0,0,2017-05-17,310,3.3506849314999996,3004,8789,0.003,3,5,-0.145,-0.145,0.0,0.0,47219,40063,24303,310,-0.03,0.006974908399999999,up,down
1611,1623,2,0,0,0,1,1,0,0,0,0,0,0,0,0,-1500000000,1500000000,0,0,0,0,2017-06-09,310,3.2876712329,3003,6580,-0.012,3,5,-0.11,-0.126,0.016,0.004,47219,40063,24303,310,0.0,-0.07594768760000001,up,down
1615,1627,2,1,0,0,2,2,0,0,0,0,50000000000,-50000000000,0,0,0,0,0,0,0,0,2017-05-17,311,3.3506849314999996,3004,8789,0.003,3,5,-0.145,-0.145,0.0,0.0,21925,20073,7286,311,-0.0951428571,-0.0445325779,up,down
1622,1634,2,1,0,0,32,5,0,0,0,0,-17200000000,-22600000000,0,0,42800000000,-3000000000,0,0,0,0,2017-05-24,312,3.5808219178,3005,11289,0.006999999999999999,3,5,-0.135,-0.135,0.0,-0.01,72377,60012,13300,312,-0.0582982396,0.0076449970000000015,up,down
1624,1636,2,0,0,0,3,3,0,0,0,0,-42400000000,0,0,0,38900000000,3500000000,0,0,0,0,2017-05-17,312,3.6,3004,8789,0.003,3,5,-0.14400000000000002,-0.14400000000000002,0.0,-0.001,72377,60012,13300,312,-0.0897735192,0.0050907857,up,up
1627,1639,2,2,0,0,0,0,0,0,0,0,-79800000000,79800000000,0,0,0,0,0,0,0,0,2017-06-09,312,3.5369863014,3003,6580,-0.012,3,5,-0.106,-0.125,0.019,0.0,72377,60012,13300,312,-0.08,0.01,up,up
1629,1641,2,0,0,0,5,3,0,0,0,0,-47900000000,0,0,0,50900000000,-3000000000,0,0,0,0,2017-05-24,313,3.8273972602999997,3005,11289,0.006999999999999999,3,5,-0.135,-0.135,0.0,-0.01,48512,40040,13328,313,-0.0674012346,0.0032797428000000003,up,down
1630,1642,5,0,0,0,3,3,0,0,0,0,-3000000000,0,0,0,0,3000000000,0,0,0,0,2017-05-22,313,3.8383561644,3005,10497,0.003,3,5,-0.125,-0.13,0.005,0.005,48512,40040,13328,313,-0.0153947368,0.008680989,up,up
1631,1643,3,1,0,0,5,13,0,0,0,0,41000000000,-50000000000,0,0,9000000000,0,0,0,0,0,2017-05-17,313,3.8465753425,3004,8789,0.003,3,5,-0.14,-0.14,0.0,-0.001,48512,40040,13328,313,-0.0952,0.0007538941,up,down
1636,1648,2,1,0,0,3,5,1,0,0,0,-30800000000,37800000000,0,0,13000000000,-20100000000,100000000,0,0,0,2017-06-09,313,3.7835616438,3003,6580,-0.012,3,5,-0.105,-0.12,0.015,0.0,48512,40040,13328,313,-0.0041363212,0.0055476038,up,up
1638,1650,1,0,0,0,22,11,0,0,0,0,3500000000,0,0,0,-500000000,-3000000000,0,0,0,0,2017-05-24,314,3.8273972602999997,3005,11289,0.006999999999999999,3,5,-0.135,-0.135,0.0,-0.01,23919,19992,6768,314,-0.0490322581,-0.050098425200000005,up,up
1640,1652,3,1,0,0,20,8,0,0,0,0,5500000000,-6800000000,0,0,0,1300000000,0,0,0,0,2017-05-17,314,3.8465753425,3004,8789,0.003,3,5,-0.14,-0.14,0.0,-0.001,23919,19992,6768,314,-0.0980094044,0.0069533804000000005,up,up
1646,1658,2,0,0,0,14,0,0,0,0,0,-11000000000,0,0,0,11000000000,0,0,0,0,0,2017-06-09,314,3.7835616438,3003,6580,-0.012,3,5,-0.105,-0.12,0.015,0.0,23919,19992,6768,314,-0.0057640879,0.0035152081,up,down
1648,1660,15,0,0,0,7,3,0,0,0,0,-1500000000,0,0,0,500000000,1000000000,0,0,0,0,2017-05-24,315,4.0794520548,3005,11289,0.006999999999999999,3,5,-0.124,-0.125,0.001,-0.01,46380,39973,20752,315,0.0034722221999999997,0.0040108401,up,up
1649,1661,19,0,0,0,13,1,0,0,0,0,2600000000,0,0,0,-7600000000,5000000000,0,0,0,0,2017-05-22,315,4.0904109589,3005,10497,0.003,3,5,-0.115,-0.12,0.005,0.005,46380,39973,20752,315,0.0,0.0053786534999999995,up,down
1656,1668,3,1,0,0,2,10,0,0,0,0,-33100000000,28300000000,0,0,800000000,4000000000,0,0,0,0,2017-06-09,315,4.0356164384,3003,6580,-0.012,3,5,-0.1,-0.115,0.015,0.0,46380,39973,20752,315,-0.0153259222,0.0091657609,up,down
1657,1669,25,7,0,0,17,6,0,0,0,0,28200000000,-7200000000,0,0,-32500000000,11500000000,0,0,0,0,2017-05-31,315,4.0602739726,3004,9144,0.006,3,5,-0.124,-0.125,0.001,-0.005,46380,39973,20752,315,-0.0730322581,0.0021774194,up,down
1658,1670,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-24,316,4.0794520548,3005,11289,0.006999999999999999,3,5,-0.124,-0.125,0.001,-0.01,24084,19901,7839,316,0.0035031846999999997,0.01,up,stay
1659,1671,4,0,0,0,10,1,0,0,0,0,-5000000000,0,0,0,0,5000000000,0,0,0,0,2017-05-22,316,4.0904109589,3005,10497,0.003,3,5,-0.115,-0.12,0.005,0.005,24084,19901,7839,316,-0.0091328887,0.01,up,up
1668,1680,6,1,0,0,2,1,0,0,0,0,-14300000000,17300000000,0,0,0,-3000000000,0,0,0,0,2017-05-24,317,4.3315068493,3005,11289,0.006999999999999999,3,5,-0.124,-0.124,0.0,-0.013999999999999999,23019,19923,4164,317,-0.027941176499999998,0.009894979,up,up
1670,1682,13,2,0,0,6,3,0,0,0,0,7700000000,11300000000,0,0,-16000000000,-3000000000,0,0,0,0,2017-05-17,317,4.3506849315,3004,8789,0.003,3,5,-0.125,-0.125,0.0,0.0,23019,19923,4164,317,-0.09001997340000001,0.0097075433,up,down
1676,1688,2,3,1,0,3,1,0,0,0,0,100000000,-5800000000,3000000000,0,9000000000,-6300000000,0,0,0,0,2017-05-31,317,4.3123287670999995,3004,9144,0.006,3,5,-0.124,-0.124,0.0,-0.005,23019,19923,4164,317,-0.07,0.01,up,up
1677,1689,12,4,1,0,15,10,0,0,0,0,-17500000000,22000000000,-3000000000,0,0,-1500000000,0,0,0,0,2017-05-24,318,4.3315068493,3005,11289,0.006999999999999999,3,5,-0.124,-0.124,0.0,-0.013999999999999999,46662,40010,11714,318,-0.0310876672,0.0082817207,up,up
1679,1691,32,5,0,0,26,7,0,0,0,0,28100000000,-28400000000,0,0,-11200000000,11500000000,0,0,0,0,2017-05-17,318,4.3506849315,3004,8789,0.003,3,5,-0.125,-0.125,0.0,0.0,46662,40010,11714,318,-0.031576937799999996,0.0091092746,up,up
1685,1697,3,1,0,0,13,11,0,0,0,0,-11600000000,10000000000,0,0,1600000000,0,0,0,0,0,2017-05-24,319,4.5808219178,3005,11289,0.006999999999999999,3,5,-0.11900000000000001,-0.11900000000000001,0.0,-0.01,24319,19991,6262,319,-0.0288961039,0.0075581168,up,up
1687,1699,6,0,0,0,19,11,0,0,0,0,-1300000000,0,0,0,4800000000,-3500000000,0,0,0,0,2017-05-17,319,4.6,3004,8789,0.003,3,5,-0.125,-0.125,0.0,-0.001,24319,19991,6262,319,-0.095,0.0091544243,up,up
1692,1704,14,2,0,0,0,2,0,0,0,0,5000000000,5000000000,0,0,0,-10000000000,0,0,0,0,2017-06-09,319,4.5369863014,3003,6580,-0.012,3,5,-0.095,-0.109,0.013999999999999999,0.0,24319,19991,6262,319,-0.0220849006,0.0085898768,up,up
1693,1705,2,0,0,0,15,11,0,0,0,0,2500000000,0,0,0,-28900000000,26400000000,0,0,0,0,2017-05-31,319,4.5616438356,3004,9144,0.006,3,5,-0.114,-0.115,0.001,-0.005,24319,19991,6262,319,-0.07,0.005909454399999999,up,down
1694,1706,7,0,0,0,4,13,0,0,0,0,1000000000,0,0,0,-6000000000,5000000000,0,0,0,0,2017-05-24,320,4.5808219178,3005,11289,0.006999999999999999,3,5,-0.11900000000000001,-0.11900000000000001,0.0,-0.01,50432,40056,16595,320,-0.0038549811,-0.0190810811,up,down
1703,1715,18,1,0,0,2,12,0,0,0,0,33600000000,-13900000000,0,0,300000000,-20000000000,0,0,0,0,2017-05-24,321,4.8273972603,3005,11289,0.006999999999999999,3,5,-0.114,-0.114,0.0,-0.01,47149,40921,11523,321,-0.0133133269,0.0050279677,up,up
1704,1716,21,1,0,0,1,12,0,0,0,0,-26100000000,5000000000,0,0,21100000000,0,0,0,0,0,2017-05-22,321,4.8383561644,3005,10497,0.003,3,5,-0.10400000000000001,-0.109,0.005,0.006,47149,40921,11523,321,-0.011624264099999998,0.0050378925,up,down
1705,1717,65,1,0,0,2,0,0,0,0,0,25000000000,-25000000000,0,0,0,0,0,0,0,0,2017-05-17,321,4.8465753425,3004,8789,0.003,3,5,-0.12,-0.12,0.0,-0.001,47149,40921,11523,321,-0.0754863813,0.009614781,up,up
1711,1723,5,4,0,0,5,3,0,0,0,0,-14500000000,-2000000000,0,0,17000000000,-500000000,0,0,0,0,2017-05-24,322,4.8273972603,3005,11289,0.006999999999999999,3,5,-0.114,-0.114,0.0,-0.01,25226,20868,11447,322,-0.08647492359999999,0.0035570508,up,down
1720,1732,2,5,0,0,6,5,0,0,0,0,21700000000,-22200000000,0,0,-100000000,600000000,0,0,0,0,2017-05-31,322,4.8082191781,3004,9144,0.006,3,5,-0.109,-0.11,0.001,-0.005,25226,20868,11447,322,-0.07,0.0098821291,up,up
1721,1733,11,1,0,0,8,2,0,0,0,0,-200400000000,200000000000,0,0,400000000,0,0,0,0,0,2017-05-24,5Y-124,3.0794520548000004,3005,11289,0.006999999999999999,3,5,-0.145,-0.145,0.0,-0.01,82636,68703,60796,5Y-124,-0.0802046141,0.008133632200000001,up,down
1723,1735,5,8,0,0,4,6,0,0,0,0,238600000000,-209500000000,0,0,900000000,-30000000000,0,0,0,0,2017-05-17,5Y-124,3.098630137,3004,8789,0.003,3,5,-0.151,-0.155,0.004,0.0,82636,68703,60796,5Y-124,-0.105,-0.0309293129,up,down
1732,1744,4,1,0,0,8,17,2,0,0,0,168800000000,-150000000000,0,0,0,-18800000000,0,0,0,0,2017-05-17,5Y-125,3.3506849314999996,3004,8789,0.003,3,5,-0.15,-0.15,0.0,0.0,81131,68807,56685,5Y-125,-0.0900853773,-0.0022027761,up,down
1738,1750,22,17,0,0,12,24,2,0,0,0,-400000000,-85000000000,0,0,900000000,84500000000,0,0,0,0,2017-05-31,5Y-125,3.3123287671,3004,9144,0.006,3,5,-0.14400000000000002,-0.145,0.001,-0.005,81131,68807,56685,5Y-125,-0.07002833060000001,0.0076097023,up,down
1741,1753,4,0,0,0,7,5,0,0,0,0,-300000000,0,0,0,22400000000,-22100000000,0,0,0,0,2017-05-17,5Y-126,3.6,3004,8789,0.003,3,5,-0.15,-0.15,0.0,0.0,76887,68270,57237,5Y-126,-0.142173913,-0.14677777779999998,up,up
1747,1759,1,0,0,0,8,8,0,0,0,0,300000000,0,0,0,-2800000000,2500000000,0,0,0,0,2017-05-31,5Y-126,3.5616438356,3004,9144,0.006,3,5,-0.14400000000000002,-0.145,0.001,-0.005,76887,68270,57237,5Y-126,-0.0700246837,0.0098149276,up,down
1748,1760,0,0,0,0,29,30,7,0,0,0,0,0,0,0,-28000000000,28000000000,0,0,0,0,2017-05-24,5Y-127,3.8273972602999997,3005,11289,0.006999999999999999,3,5,-0.145,-0.145,0.0,-0.011000000000000001,81832,66585,68972,5Y-127,-0.1424944715,-0.079518235,up,up
1750,1762,0,1,1,0,24,29,4,0,0,0,0,-7000000000,7000000000,0,5000000000,-5000000000,0,0,0,0,2017-05-17,5Y-127,3.8465753425,3004,8789,0.003,3,5,-0.145,-0.145,0.0,0.0,81832,66585,68972,5Y-127,-0.5764175824000001,-0.5911349036,up,up
1759,1771,4,21,0,0,16,11,0,0,0,0,123500000000,-120000000000,0,0,6000000000,-9500000000,0,0,0,0,2017-05-17,5Y-128,4.098630137,3004,8789,0.003,3,5,-0.14,-0.14,0.0,-0.001,76511,65592,60885,5Y-128,-0.0905925926,-0.012859025,up,down
1766,1778,2,0,0,0,16,23,0,0,0,0,26200000000,0,0,0,5500000000,-31700000000,0,0,0,0,2017-05-24,5Y-129,4.3315068493,3005,11289,0.006999999999999999,3,5,-0.13,-0.13,0.0,-0.01,75566,65223,54430,5Y-129,-0.07973421929999999,-0.0786916861,up,down
1767,1779,3,5,1,0,17,13,1,0,0,0,220800000000,230800000000,-470400000000,0,-3500000000,22400000000,-100000000,0,0,0,2017-05-22,5Y-129,4.3424657534,3005,10497,0.003,3,5,-0.12,-0.125,0.005,0.005,75566,65223,54430,5Y-129,-0.08087677730000001,-0.0968761905,up,down
1774,1786,3,1,0,0,17,17,0,0,0,0,79600000000,-79200000000,0,0,-1800000000,1400000000,0,0,0,0,2017-05-31,5Y-129,4.3123287670999995,3004,9144,0.006,3,5,-0.128,-0.13,0.002,-0.005,75566,65223,54430,5Y-129,-0.07106667929999999,-0.020619331299999998,up,down
1777,1789,0,1,1,0,35,38,4,0,0,0,0,-2000000000,2000000000,0,3600000000,-3800000000,200000000,0,0,0,2017-05-17,5Y-130,4.6,3004,8789,0.003,3,5,-0.145,-0.145,0.0,0.0,76228,65244,62273,5Y-130,-0.5712847682000001,-0.5805947136999999,up,up
1784,1796,5,11,0,1,7,18,0,0,0,0,110900000000,-78100000000,0,17000000000,-14300000000,-35500000000,0,0,0,0,2017-05-22,5Y-131,4.8383561644,3005,10497,0.003,3,5,-0.11,-0.115,0.005,0.005,23993,22065,37912,5Y-131,-0.07345874250000001,-0.07211147080000001,up,down
1785,1797,2,1,0,0,56,86,19,0,0,0,32000000000,-32000000000,0,0,-93800000000,77300000000,16500000000,0,0,0,2017-05-17,5Y-131,4.8465753425,3004,8789,0.003,3,5,-0.125,-0.125,0.0,-0.001,23993,22065,31904,5Y-131,-0.08980991599999999,0.0071035338000000016,up,up
1856,1868,15,0,0,0,20,5,0,0,0,0,-27600000000,0,0,0,15600000000,12000000000,0,0,0,0,2017-05-24,323,5.0794520548,4506,10921,0.006,5,10,-0.105,-0.109,0.004,-0.009000000000000001,22934,21040,5928,323,-0.0484432012,0.008886639699999999,up,up
1857,1869,10,0,0,0,7,7,0,0,0,0,-29300000000,0,0,0,31800000000,-2500000000,0,0,0,0,2017-05-17,323,5.098630137,4510,12335,0.002,5,10,-0.115,-0.115,0.0,-0.005,22934,21040,5750,323,-0.0951020408,0.0094546413,up,up
