,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-11,16.0821917808,2006,4580,-0.01,10,25,0.335,0.33,0.005,-0.005,3993,3993,682,30Y-11,0.0,0.0095216074,stay,up
34,36,7,0,1,0,0,0,0,0,0,0,-33000000000,0,33000000000,0,0,0,0,0,0,0,2017-05-26,30Y-14,16.8301369863,2006,4580,-0.01,10,25,0.36,0.355,0.005,-0.005,4998,4998,1447,30Y-14,-0.11,-0.065,stay,up
42,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-14,16.8164383562,2019,7279,0.003,10,25,0.355,0.35,0.005,-0.015,4998,4998,1447,30Y-14,-0.11,0.01,stay,up
43,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-15,17.0821917808,2006,4580,-0.01,10,25,0.375,0.37,0.005,-0.005,4994,4994,1321,30Y-15,-0.11,-0.065,stay,up
63,65,1,0,1,0,0,0,0,0,0,0,-36800000000,0,36800000000,0,0,0,0,0,0,0,2017-05-26,30Y-17,17.5835616438,2006,4580,-0.01,10,25,0.4,0.395,0.005,-0.005,4998,4998,1703,30Y-17,0.0,-0.0651750905,up,up
70,73,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-17,17.569863013699997,2019,7279,0.003,10,25,0.395,0.39,0.005,-0.015,4998,4998,1703,30Y-17,0.0,0.01,stay,up
71,74,8,0,1,0,0,0,0,0,0,0,-37100000000,0,37100000000,0,0,0,0,0,0,0,2017-05-26,30Y-18,17.8301369863,2006,4580,-0.01,10,25,0.415,0.41,0.005,-0.005,5194,4997,834,30Y-18,-0.09,-0.065,stay,up
72,75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-18,17.849315068499997,2011,6069,0.001,10,25,0.43,0.435,-0.005,0.005,5194,4997,834,30Y-18,-0.09,-0.08,stay,up
77,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-18,17.7917808219,2009,4992,-0.017,10,25,0.4,0.405,-0.005,-0.005,5194,4997,834,30Y-18,-0.09,0.01,stay,up
81,84,8,0,1,0,2,0,0,0,0,0,-38700000000,0,38700000000,0,0,0,0,0,0,0,2017-05-26,30Y-19,18.0821917808,2006,4580,-0.01,10,25,0.425,0.42,0.005,-0.005,5380,4998,987,30Y-19,-0.0008236994,-0.065,stay,up
82,85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-19,18.101369863,2011,6069,0.001,10,25,0.445,0.45,-0.005,0.005,5380,4998,987,30Y-19,-0.09,-0.0800086059,up,up
102,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-21,18.5835616438,2006,4580,-0.01,10,25,0.455,0.45,0.005,-0.005,5182,4995,862,30Y-21,-0.1,0.0094002181,stay,up
107,111,2,0,0,0,0,1,0,0,0,0,5000000000,0,0,0,0,-5000000000,0,0,0,0,2017-06-09,30Y-21,18.5452054795,2009,4992,-0.017,10,25,0.43,0.435,-0.005,-0.005,5182,4995,882,30Y-21,0.0,0.01,stay,up
113,117,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,30Y-22,18.871232876700002,2013,3930,0.003,10,25,0.48,0.475,0.005,0.01,5379,4998,949,30Y-22,-0.1,0.01,stay,up
122,126,2,0,0,0,2,2,2,0,0,0,500000000,0,0,0,0,-500000000,0,0,0,0,2017-05-19,30Y-23,19.104109589,2011,6069,0.001,10,25,0.485,0.49,-0.005,0.005,6553,5998,939,30Y-23,-0.09,0.01,up,up
128,132,2,0,0,0,1,1,0,0,0,0,5500000000,0,0,0,-500000000,-5000000000,0,0,0,0,2017-05-31,30Y-23,19.0712328767,2019,7279,0.003,10,25,0.46,0.455,0.005,-0.02,6553,5998,939,30Y-23,-0.0784357542,0.01,stay,up
130,134,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-24,19.3561643836,2011,6069,0.001,10,25,0.5,0.505,-0.005,0.005,6111,5998,648,30Y-24,-0.02,0.0089208633,up,up
131,135,2,0,0,0,1,2,2,0,0,0,-100000000,0,0,0,100000000,0,0,0,0,0,2017-05-12,30Y-24,19.3753424658,2013,3930,0.003,10,25,0.505,0.5,0.005,0.01,6111,5998,648,30Y-24,-0.06,0.0077748691000000016,up,up
149,153,7,1,0,0,0,0,0,0,0,0,-6100000000,6100000000,0,0,0,0,0,0,0,0,2017-05-26,30Y-26,19.8328767123,2006,4580,-0.01,10,25,0.505,0.5,0.005,-0.005,13052,10975,1416,30Y-26,-0.105,-0.0650210154,down,up
153,157,2,0,0,0,2,1,0,0,0,0,500000000,0,0,0,-1000000000,500000000,0,0,0,0,2017-06-09,30Y-26,19.7945205479,2009,4992,-0.017,10,25,0.485,0.49,-0.005,-0.005,13052,10975,1531,30Y-26,-0.09,0.01,stay,up
157,161,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-27,20.3369863014,2006,4580,-0.01,10,25,0.52,0.515,0.005,-0.005,12617,10946,1433,30Y-27,-0.1,-0.065012743,down,up
158,162,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-27,20.3561643836,2011,6069,0.001,10,25,0.54,0.545,-0.005,0.01,12617,10946,1433,30Y-27,-0.11,-0.08,stay,up
164,168,6,0,0,0,1,1,0,0,0,0,0,0,0,0,-500000000,500000000,0,0,0,0,2017-05-31,30Y-27,20.3232876712,2019,7279,0.003,10,25,0.51,0.505,0.005,-0.02,12617,10946,1433,30Y-27,-0.08,0.0099921096,up,up
165,169,8,0,1,0,0,0,0,0,0,0,-19100000000,0,19100000000,0,0,0,0,0,0,0,2017-05-26,30Y-28,20.8328767123,2006,4580,-0.01,10,25,0.535,0.53,0.005,-0.005,13025,11051,714,30Y-28,-0.09875,-0.065,up,up
174,178,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-29,21.3369863014,2006,4580,-0.01,10,25,0.55,0.545,0.005,-0.005,18225,15593,1655,30Y-29,-0.08,-0.065,down,up
175,179,1,0,1,0,0,4,0,0,0,0,20800000000,0,-20800000000,0,0,0,0,0,0,0,2017-05-19,30Y-29,21.3561643836,2011,6069,0.001,10,25,0.57,0.575,-0.005,0.01,18225,15593,1655,30Y-29,-0.11,-0.0812153622,stay,up
180,184,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-29,21.298630137,2009,4992,-0.017,10,25,0.529,0.535,-0.006,-0.005,18225,15593,1655,30Y-29,-0.01,0.0095464694,stay,up
184,188,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-30,21.8328767123,2006,4580,-0.01,10,25,0.565,0.56,0.005,-0.005,17402,14698,1066,30Y-30,-0.08,-0.065,up,up
185,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-30,21.8520547945,2011,6069,0.001,10,25,0.585,0.59,-0.005,0.01,17402,14698,1066,30Y-30,-0.11,-0.08000055219999999,stay,up
190,194,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-1900000000,1900000000,0,0,0,2017-06-09,30Y-30,21.7945205479,2009,4992,-0.017,10,25,0.544,0.55,-0.006,-0.005,17402,14698,1066,30Y-30,-0.085,0.01,stay,up
194,198,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-31,22.356164383600003,2011,6069,0.001,10,25,0.6,0.605,-0.005,0.01,19358,16513,1629,30Y-31,-0.09,0.0099467462,up,up
195,199,2,1,0,0,0,0,0,0,0,0,-2100000000,2100000000,0,0,0,0,0,0,0,0,2017-05-12,30Y-31,22.3753424658,2013,3930,0.003,10,25,0.6,0.595,0.005,0.01,19358,16513,1629,30Y-31,-0.1,0.0099541858,down,up
199,203,2,1,0,0,0,2,0,0,0,0,600000000,7000000000,0,0,0,-7600000000,0,0,0,0,2017-06-09,30Y-31,22.298630136999996,2009,4992,-0.017,10,25,0.555,0.565,-0.01,-0.005,19358,16513,1629,30Y-31,-0.07,0.01,stay,up
202,206,9,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,0,0,0,0,2017-05-26,30Y-32,22.835616438400002,2006,4580,-0.01,10,25,0.585,0.58,0.005,-0.005,24842,22076,2787,30Y-32,-0.08,-0.065,up,up
203,207,10,1,0,0,0,0,0,0,0,0,-4800000000,4800000000,0,0,0,0,0,0,0,0,2017-05-19,30Y-32,22.8547945205,2011,6069,0.001,10,25,0.605,0.61,-0.005,0.01,24842,22076,2787,30Y-32,-0.09,-0.08,stay,up
209,213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-32,22.802739726,2017,5475,-0.006999999999999999,10,25,0.575,0.585,-0.01,-0.005,24842,22076,2787,30Y-32,-0.08,0.01,stay,up
210,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-32,22.802739726,2017,5475,-0.006999999999999999,10,25,0.575,0.585,-0.01,-0.005,24842,22076,2787,30Y-32,-0.08,0.01,stay,up
221,225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-34,23.835616438400002,2006,4580,-0.01,10,25,0.605,0.6,0.005,-0.005,27700,24588,4114,30Y-34,-0.08,0.01,stay,up
228,232,2,0,0,0,4,1,0,0,0,0,100000000,0,0,0,1400000000,-1500000000,0,0,0,0,2017-06-07,30Y-34,23.802739726,2017,5475,-0.006999999999999999,10,25,0.595,0.605,-0.01,-0.005,27700,24588,4114,30Y-34,-0.0229949239,0.01,stay,up
229,233,2,0,0,0,4,1,0,0,0,0,100000000,0,0,0,1400000000,-1500000000,0,0,0,0,2017-06-07,30Y-34,23.802739726,2017,5475,-0.006999999999999999,10,25,0.595,0.605,-0.01,-0.005,27700,24588,4114,30Y-34,-0.0229949239,0.01,stay,up
230,234,2,2,0,0,0,1,0,0,0,0,-18000000000,23000000000,0,0,0,-5000000000,0,0,0,0,2017-05-31,30Y-34,23.821917808200002,2019,7279,0.003,10,25,0.6,0.595,0.005,-0.02,27700,24588,4114,30Y-34,-0.07,0.0099803949,stay,up
231,235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-35,24.339726027399998,2006,4580,-0.01,10,25,0.625,0.62,0.005,-0.005,30111,25619,3874,30Y-35,-0.0086363636,0.0099347897,stay,up
232,236,2,0,0,0,0,1,2,0,0,0,100000000,0,0,0,0,-100000000,0,0,0,0,2017-05-19,30Y-35,24.3589041096,2011,6069,0.001,10,25,0.645,0.65,-0.005,0.01,30111,25619,3874,30Y-35,-0.07,0.0098123827,up,up
242,246,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-36,24.8547945205,2011,6069,0.001,10,25,0.655,0.659,-0.004,0.01,31358,25594,5666,30Y-36,-0.1,0.0097606128,up,up
248,252,2,0,0,0,1,2,2,0,0,0,5000000000,0,0,0,500000000,-5500000000,0,0,0,0,2017-06-07,30Y-36,24.802739726,2017,5475,-0.006999999999999999,10,25,0.625,0.635,-0.01,-0.005,31358,25594,5666,30Y-36,-0.1,0.0064122497,up,up
249,253,2,0,0,0,1,2,2,0,0,0,5000000000,0,0,0,500000000,-5500000000,0,0,0,0,2017-06-07,30Y-36,24.802739726,2017,5475,-0.006999999999999999,10,25,0.625,0.635,-0.01,-0.005,31358,25594,5666,30Y-36,-0.1,0.0064122497,up,up
250,254,2,4,0,0,4,2,1,0,0,0,21600000000,-20000000000,0,0,-2500000000,1000000000,-100000000,0,0,0,2017-05-31,30Y-36,24.821917808200002,2019,7279,0.003,10,25,0.63,0.625,0.005,-0.02,31358,25594,5666,30Y-36,-0.1,0.0080489628,up,up
252,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-4,13.5178082192,2011,6069,0.001,10,25,0.205,0.21,-0.005,0.005,3499,3499,2219,30Y-4,-0.01,0.01,stay,up
253,257,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,30Y-4,13.5369863014,2013,3930,0.003,10,25,0.205,0.2,0.005,0.01,3499,3499,2219,30Y-4,0.0,0.01,stay,up
268,272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-7,14.983561643800002,2019,7279,0.003,10,25,0.265,0.26,0.005,-0.015,2996,2996,611,30Y-7,0.005,0.01,stay,up
269,273,2,0,0,0,1,0,0,0,0,0,-2000000000,0,0,0,2000000000,0,0,0,0,0,2017-05-26,30Y-8,15.5068493151,2006,4580,-0.01,10,25,0.305,0.3,0.005,-0.005,2997,2997,603,30Y-8,-0.11,0.01,stay,up
277,281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-9,15.583561643800001,2006,4580,-0.01,10,25,0.31,0.305,0.005,-0.005,2996,2996,1146,30Y-9,-0.11,0.0099777654,stay,up
304,309,21,1,0,0,1,0,0,0,0,0,-39700000000,37400000000,0,0,2300000000,0,0,0,0,0,2017-05-26,SL-102,11.0794520548,2006,4580,-0.01,10,25,0.095,0.09,0.005,-0.005,8600,7299,600,SL-102,-0.065,0.01,stay,up
312,317,2,0,0,0,2,2,0,0,0,0,2000000000,0,0,0,0,-2000000000,0,0,0,0,2017-05-26,SL-103,11.0794520548,2006,4580,-0.01,10,25,0.095,0.09,0.005,-0.005,8697,7288,2981,SL-103,0.0,0.01,stay,up
313,318,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,SL-103,11.098630137,2011,6069,0.001,10,25,0.09,0.095,-0.005,0.006,8697,7288,2981,SL-103,0.0,0.01,stay,up
314,319,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,SL-103,11.1178082192,2013,3930,0.003,10,25,0.09,0.085,0.005,0.005,8697,7288,2981,SL-103,0.0,0.01,stay,up
318,323,2,0,0,0,2,1,0,0,0,0,1000000000,0,0,0,0,-1000000000,0,0,0,0,2017-06-09,SL-103,11.0410958904,2009,4992,-0.017,10,25,0.08,0.08,0.0,-0.005,8697,7288,2981,SL-103,-0.085,0.01,down,up
319,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,SL-103,11.0465753425,2017,5475,-0.006999999999999999,10,25,0.085,0.09,-0.005,-0.005,8697,7288,2981,SL-103,0.0,0.01,stay,up
320,325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,SL-103,11.0465753425,2017,5475,-0.006999999999999999,10,25,0.085,0.09,-0.005,-0.005,8697,7288,2981,SL-103,0.0,0.01,stay,up
321,326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,SL-103,11.0657534247,2019,7279,0.003,10,25,0.08900000000000001,0.084,0.005,-0.011000000000000001,8697,7288,2981,SL-103,0.0,0.01,stay,up
346,351,1,0,0,0,1,1,0,0,0,0,2000000000,0,0,0,-3000000000,1000000000,0,0,0,0,2017-06-07,SL-106,11.298630137,2017,5475,-0.006999999999999999,10,25,0.095,0.1,-0.005,-0.005,8731,7363,2269,SL-106,-0.085,0.01,stay,up
347,352,1,0,0,0,1,1,0,0,0,0,2000000000,0,0,0,-3000000000,1000000000,0,0,0,0,2017-06-07,SL-106,11.298630137,2017,5475,-0.006999999999999999,10,25,0.095,0.1,-0.005,-0.005,8731,7363,2269,SL-106,-0.085,0.01,stay,up
350,355,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,SL-107,11.6,2011,6069,0.001,10,25,0.115,0.12,-0.005,0.006,9149,8257,5160,SL-107,0.0,0.01,stay,up
358,363,4,0,0,0,2,2,0,0,0,0,2000000000,0,0,0,2000000000,-4000000000,0,0,0,0,2017-05-26,SL-108,11.5808219178,2006,4580,-0.01,10,25,0.115,0.11,0.005,-0.005,18607,16323,8347,SL-108,-0.1,0.01,stay,up
377,382,25,0,1,0,0,0,0,0,0,0,-124100000000,0,124100000000,0,0,0,0,0,0,0,2017-05-26,SL-110,11.8273972603,2006,4580,-0.01,10,25,0.125,0.12,0.005,-0.005,18635,16478,3384,SL-110,-0.09,0.0099961616,stay,up
379,384,33,1,0,0,2,2,0,0,0,0,-4100000000,4100000000,0,0,0,0,0,0,0,0,2017-05-12,SL-110,11.865753424700001,2013,3930,0.003,10,25,0.13,0.125,0.005,0.01,18635,16478,3384,SL-110,-0.1,-0.0850189542,stay,up
392,397,2,1,0,0,0,0,0,0,0,0,4000000000,-4000000000,0,0,0,0,0,0,0,0,2017-06-09,SL-111,12.0410958904,2009,4992,-0.017,10,25,0.12,0.12,0.0,-0.005,9876,8278,3442,SL-111,-0.09,0.009862164,down,up
403,408,7,1,0,0,2,2,0,0,0,0,-7000000000,-500000000,0,0,5500000000,2000000000,0,0,0,0,2017-06-07,SL-112,12.0465753425,2017,5475,-0.006999999999999999,10,25,0.125,0.13,-0.005,-0.005,22654,20266,5323,SL-112,-0.08,0.0099835014,up,up
404,409,7,0,0,0,2,1,0,0,0,0,5000000000,0,0,0,-5500000000,500000000,0,0,0,0,2017-05-31,SL-112,12.0657534247,2019,7279,0.003,10,25,0.125,0.121,0.004,-0.013999999999999999,22654,20266,5323,SL-112,-0.08,0.0099785367,stay,up
405,410,3,0,2,0,1,0,0,0,0,0,12700000000,0,-12200000000,0,-500000000,0,0,0,0,0,2017-05-26,SL-113,12.3315068493,2006,4580,-0.01,10,25,0.15,0.145,0.005,-0.005,34573,30244,15584,SL-113,-0.05,0.01,stay,up
412,417,26,1,0,0,5,2,0,0,0,0,23100000000,-21200000000,0,0,0,-1900000000,0,0,0,0,2017-06-07,SL-113,12.298630137,2017,5475,-0.006999999999999999,10,25,0.135,0.14,-0.005,-0.005,34573,30244,15584,SL-113,-0.085,0.0095022782,down,up
413,418,26,1,0,0,5,2,0,0,0,0,23100000000,-21200000000,0,0,0,-1900000000,0,0,0,0,2017-06-07,SL-113,12.298630137,2017,5475,-0.006999999999999999,10,25,0.135,0.14,-0.005,-0.005,34573,30244,15584,SL-113,-0.085,0.0095022782,down,up
417,422,15,1,0,0,3,2,0,0,0,0,-4500000000,4000000000,0,0,0,500000000,0,0,0,0,2017-05-12,SL-114,12.6191780822,2013,3930,0.003,10,25,0.165,0.16,0.005,0.01,22378,20128,6738,SL-114,-0.1,-0.08500706539999998,down,up
425,430,7,1,0,0,5,5,0,0,0,0,-3300000000,3300000000,0,0,500000000,-500000000,0,0,0,0,2017-05-26,SL-115,12.5808219178,2006,4580,-0.01,10,25,0.165,0.16,0.005,-0.005,10990,10049,2109,SL-115,-0.08,0.0097860374,up,up
426,431,2,0,0,0,6,6,0,0,0,0,1000000000,0,0,0,-2000000000,1000000000,0,0,0,0,2017-05-19,SL-115,12.6,2011,6069,0.001,10,25,0.168,0.17,-0.002,0.005,10990,10049,2109,SL-115,-0.09,0.0091649269,up,up
427,432,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,SL-115,12.6191780822,2013,3930,0.003,10,25,0.165,0.16,0.005,0.01,10990,10049,2109,SL-115,-0.15,0.009930203,stay,up
431,436,4,0,0,0,1,0,0,0,0,0,200000000,0,0,0,-200000000,0,0,0,0,0,2017-06-09,SL-115,12.542465753399998,2009,4992,-0.017,10,25,0.145,0.145,0.0,-0.005,10990,10049,2109,SL-115,-0.065210486,0.0099969029,down,up
432,437,5,0,0,0,2,1,0,0,0,0,-2500000000,0,0,0,0,2500000000,0,0,0,0,2017-06-07,SL-115,12.5479452055,2017,5475,-0.006999999999999999,10,25,0.15,0.155,-0.005,-0.005,10990,10049,2109,SL-115,-0.07,0.0097759674,stay,up
434,439,21,0,0,0,4,1,0,0,0,0,-7300000000,0,0,0,7500000000,-200000000,0,0,0,0,2017-05-26,SL-116,12.8273972603,2006,4580,-0.01,10,25,0.175,0.17,0.005,-0.005,11643,10070,2390,SL-116,-0.09,0.0097511828,stay,up
441,446,28,1,0,0,5,1,1,0,0,0,7600000000,-9400000000,0,0,300000000,-500000000,2000000000,0,0,0,2017-06-07,SL-116,12.7945205479,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,11643,10070,2390,SL-116,-0.1,0.0099967412,stay,up
442,447,28,1,0,0,5,1,1,0,0,0,7600000000,-9400000000,0,0,300000000,-500000000,2000000000,0,0,0,2017-06-07,SL-116,12.7945205479,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,11643,10070,2390,SL-116,-0.1,0.0099967412,stay,up
444,449,30,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,SL-117,12.8273972603,2006,4580,-0.01,10,25,0.175,0.17,0.005,-0.005,25152,20080,3568,SL-117,-0.0503082192,-0.0127181647,stay,up
446,451,27,1,0,0,3,1,0,0,0,0,-2100000000,2100000000,0,0,1000000000,-1000000000,0,0,0,0,2017-05-12,SL-117,12.865753424700001,2013,3930,0.003,10,25,0.18,0.175,0.005,0.01,25152,20080,3568,SL-117,-0.09,-0.08500263699999999,stay,up
451,456,28,1,0,0,5,2,1,0,0,0,7800000000,-9800000000,0,0,3000000000,-1500000000,500000000,0,0,0,2017-06-07,SL-117,12.7945205479,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,SL-117,-0.085,0.009976100000000002,stay,up
452,457,28,1,0,0,5,2,1,0,0,0,7800000000,-9800000000,0,0,3000000000,-1500000000,500000000,0,0,0,2017-06-07,SL-117,12.7945205479,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,SL-117,-0.085,0.009976100000000002,stay,up
454,459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,SL-118,13.0794520548,2006,4580,-0.01,10,25,0.19,0.185,0.005,-0.005,12562,10061,1911,SL-118,-0.05,0.01,up,up
460,465,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-500000000,500000000,0,0,0,0,2017-06-09,SL-118,13.0410958904,2009,4992,-0.017,10,25,0.17,0.17,0.0,-0.005,12562,10061,1911,SL-118,-0.0719565217,0.01,down,up
463,468,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,SL-119,13.0794520548,2006,4580,-0.01,10,25,0.19,0.185,0.005,-0.005,12586,10022,2013,SL-119,-0.095,0.0098577544,stay,up
465,470,9,1,0,0,0,1,5,0,0,0,-3800000000,7800000000,0,0,0,-4000000000,0,0,0,0,2017-05-12,SL-119,13.1178082192,2013,3930,0.003,10,25,0.195,0.19,0.005,0.01,12586,10022,2013,SL-119,-0.08983185839999999,0.0098437969,stay,up
473,478,4,0,0,0,5,1,0,0,0,0,500000000,0,0,0,-1000000000,500000000,0,0,0,0,2017-05-26,SL-120,13.0794520548,2006,4580,-0.01,10,25,0.19399999999999998,0.18899999999999997,0.005,-0.005,11899,10123,3511,SL-120,-0.05,0.01,stay,up
475,480,4,0,0,0,1,0,0,0,0,0,500000000,0,0,0,-500000000,0,0,0,0,0,2017-05-12,SL-120,13.1178082192,2013,3930,0.003,10,25,0.195,0.19,0.005,0.01,11899,10123,3511,SL-120,-0.11,0.01,stay,up
483,488,18,1,0,0,0,0,0,0,0,0,10000000000,-10000000000,0,0,0,0,0,0,0,0,2017-05-26,SL-121,13.3315068493,2006,4580,-0.01,10,25,0.2,0.195,0.005,-0.005,23619,20100,8718,SL-121,-0.08,0.01,up,up
493,498,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,SL-122,13.3315068493,2006,4580,-0.01,10,25,0.2,0.195,0.005,-0.005,12269,9998,4038,SL-122,-0.054448160499999995,0.01,stay,up
495,500,3,0,0,0,2,0,0,0,0,0,1000000000,0,0,0,-1000000000,0,0,0,0,0,2017-05-12,SL-122,13.369863013699998,2013,3930,0.003,10,25,0.205,0.2,0.005,0.01,12269,9998,4038,SL-122,-0.085,0.01,stay,up
499,504,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,SL-122,13.2931506849,2009,4992,-0.017,10,25,0.185,0.185,0.0,-0.005,12269,9998,4038,SL-122,-0.054448160499999995,0.01,stay,up
502,507,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,SL-123,13.5808219178,2006,4580,-0.01,10,25,0.21,0.205,0.005,-0.005,24569,20034,3037,SL-123,-0.1104784689,-0.065,stay,up
504,509,14,0,0,0,0,2,5,0,0,0,1600000000,0,0,0,0,-1600000000,0,0,0,0,2017-05-12,SL-123,13.6191780822,2013,3930,0.003,10,25,0.215,0.21,0.005,0.01,24569,20034,3037,SL-123,-0.09,0.01,up,up
513,518,2,0,0,0,1,0,0,0,0,0,-100000000,0,0,0,100000000,0,0,0,0,0,2017-05-19,SL-124,13.6,2011,6069,0.001,10,25,0.215,0.22,-0.005,0.005,12433,10047,1577,SL-124,-0.11,0.01,stay,up
514,519,8,0,0,0,1,0,2,0,0,0,100000000,0,0,0,-100000000,0,0,0,0,0,2017-05-12,SL-124,13.6191780822,2013,3930,0.003,10,25,0.215,0.21,0.005,0.01,12433,10047,1577,SL-124,-0.09,0.01,stay,up
519,524,6,1,0,0,0,0,2,0,0,0,3500000000,-3500000000,0,0,0,0,0,0,0,0,2017-06-07,SL-124,13.5479452055,2017,5475,-0.006999999999999999,10,25,0.2,0.205,-0.005,-0.005,12433,10047,1577,SL-124,-0.075,0.0099973284,up,up
520,525,6,1,0,0,0,0,2,0,0,0,3500000000,-3500000000,0,0,0,0,0,0,0,0,2017-06-07,SL-124,13.5479452055,2017,5475,-0.006999999999999999,10,25,0.2,0.205,-0.005,-0.005,12433,10047,1577,SL-124,-0.075,0.0099973284,up,up
531,536,19,1,0,0,3,1,0,0,0,0,-3500000000,2500000000,0,0,2500000000,-1500000000,0,0,0,0,2017-05-26,SL-126,13.8273972603,2006,4580,-0.01,10,25,0.22,0.215,0.005,-0.005,11104,10025,1098,SL-126,-0.075,0.0099059153,stay,up
537,542,26,1,0,0,9,0,0,0,0,0,20000000000,-4300000000,0,0,-15700000000,0,0,0,0,0,2017-06-09,SL-126,13.789041095899998,2009,4992,-0.017,10,25,0.205,0.205,0.0,-0.005,11104,10025,1144,SL-126,-0.1,0.0099814335,down,up
